City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
432,Guane,CU,74.82,broken clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
434,Valera,VE,80.98,overcast clouds,9.3178,-70.6036,Hotel Camino Real
436,Teseney,ER,70.65,clear sky,15.11,36.6575,Sabrin Hotel
437,Kushiro,JP,34.59,light snow,42.975,144.3747,東横INN釧路十字街
438,Diamantino,BR,86.22,overcast clouds,-14.4086,-56.4461,Hotel Delta
439,Svetlyy,RU,32.0,snow,54.675,20.1347,"Gostinitsa-Kafe, Alena"
440,Urucara,BR,86.47,overcast clouds,-2.5364,-57.76,Hotel japa
441,Kapit,MY,74.17,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
442,Kloulklubed,PW,83.7,broken clouds,7.0419,134.2556,Storyboard Beach Resort
447,Kushima,JP,33.01,few clouds,31.4583,131.2333,Hanaoka
449,Male,MV,82.4,broken clouds,4.1748,73.5089,Hotel Octave Maldives
450,Aberystwyth,GB,39.0,overcast clouds,52.4155,-4.0829,Belle Vue Royal Hotel
451,Nyon,CH,33.8,light rain,46.3832,6.2396,Hôtel La Barcarolle
453,Takoradi,GH,79.39,light rain,4.8845,-1.7554,Raybow International Hotel
454,Conakry,GN,81.16,clear sky,9.538,-13.6773,Riviera Royal Hotel
455,Cooma,AU,57.2,clear sky,-36.2333,149.1333,High Country Motel
459,Chaumont,FR,42.01,overcast clouds,48.1167,5.1333,Hôtel Restaurant Des Remparts
460,Mount Gambier,AU,46.4,overcast clouds,-37.8333,140.7667,Commodore on the Park
461,Richards Bay,ZA,74.82,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
463,Teknaf,BD,65.95,broken clouds,20.8624,92.3058,Forestry Guesthouse
464,Sesheke,ZM,70.92,moderate rain,-17.4759,24.2968,Protea Hotel by Marriott Zambezi River Lodge
466,Portland,US,55.99,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
467,Marsa Matruh,EG,62.6,clear sky,31.3525,27.2453,Beau Site
468,Sorata,BO,55.94,light rain,-15.7667,-68.6333,El Encanto Sorata
471,Artyom,AZ,44.6,light rain,40.4723,50.333,Merdan Respect
473,Cozumel,MX,79.0,light rain,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
476,Najran,SA,53.6,clear sky,17.4924,44.1277,محمد هادي ال فطيح
477,Yulara,AU,78.8,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
478,Hermiston,US,54.0,light rain,45.8404,-119.2895,Oxford Suites Hermiston
479,Goderich,CA,32.0,overcast clouds,43.7501,-81.7165,Harmony Inn
480,Hot Springs,US,50.0,clear sky,34.5037,-93.0552,Embassy Suites by Hilton Hot Springs Hotel & Spa
483,Shingu,JP,33.66,clear sky,33.7333,135.9833,Shingu UI Hotel
484,Komsomolskiy,UZ,33.8,mist,40.4272,71.7189,Ikathouse
485,Klaksvik,FO,32.0,overcast clouds,62.2266,-6.5889999999999995,Airbnb rooms
488,Ales,FR,46.4,clear sky,44.1333,4.0833,ibis Alès Centre-Ville
489,Nelson Bay,AU,69.01,clear sky,-32.7167,152.15,Mantra Nelson Bay
490,Lashio,MM,55.15,overcast clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
494,Roswell,US,44.01,overcast clouds,34.0232,-84.3616,La Quinta Inn & Suites by Wyndham Atlanta Roswell
495,Itirucu,BR,72.9,light rain,-13.5317,-40.1503,Casa Amarela
498,Mlandizi,TZ,80.6,scattered clouds,-6.7,38.7333,Amazon Lodge..
499,Khani,GE,55.4,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
501,Ryomgard,DK,35.6,scattered clouds,56.3843,10.503,Kærgårdens Værelser
502,Pacific Grove,US,57.0,few clouds,36.6177,-121.9166,Lovers Point Inn
506,Galle,LK,77.67,heavy intensity rain,6.0367,80.217,Amangalla
507,Sur,OM,66.0,clear sky,22.5667,59.5289,Sur Plaza Hotel
508,Cockburn Town,TC,82.4,light rain,21.4612,-71.1419,Osprey Beach Hotel
509,Binay,PH,74.14,broken clouds,13.5028,122.5975,Wild Boar Accomdation
511,Lazaro Cardenas,MX,84.22,clear sky,17.9583,-102.2,Collection O Hotel Quinta Antigua
512,Campina Verde,BR,81.45,light rain,-19.5356,-49.4864,Hotel Lino
513,Nisia Floresta,BR,80.6,scattered clouds,-6.0911,-35.2086,Rancho Crepusculo
514,Sao Filipe,CV,70.95,few clouds,14.8961,-24.4956,Tortuga B&B
515,Sao Geraldo Do Araguaia,BR,85.42,light rain,-6.4006,-48.555,SOLAR DO BARROSO
516,Los Llanos De Aridane,ES,60.8,scattered clouds,28.6585,-17.9182,Valle Aridane
517,Fort Morgan,US,41.0,clear sky,40.2503,-103.8,Hampton Inn Fort Morgan
518,Mulchen,CL,78.8,clear sky,-37.7167,-72.2333,Hotel Los Maitenes de Villalón
519,Eydhafushi,MV,80.6,overcast clouds,5.1033,73.0708,Soneva Fushi
520,Melito Di Porto Salvo,IT,51.8,scattered clouds,37.9222,15.7714,B&B Nereidi
522,Spokane,US,42.01,moderate rain,47.6166,-117.3677,Madison Inn by Riversage
523,Sakaiminato,JP,33.8,broken clouds,35.55,133.2333,味処・民宿 まつや
524,Katy,US,51.01,overcast clouds,29.7858,-95.8244,Hilton Garden Inn Houston West Katy
526,Vozuca,BA,30.2,mist,44.3614,18.3578,Vidikovac Vozuća
527,Hamilton,US,33.01,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
528,Pochutla,MX,89.6,scattered clouds,15.7432,-96.4661,Hotel Posada San Jose
529,Asbe Teferi,ET,57.42,clear sky,9.0833,40.8667,Megenagna hotel
530,Finale Ligure,IT,41.0,clear sky,44.1695,8.3436,Hotel San Giuseppe
532,Polis,CY,66.2,clear sky,35.0367,32.4264,Marion
533,Ellsworth,US,36.0,overcast clouds,44.5434,-68.4195,Hampton Inn Ellsworth/Bar Harbor
534,Catamarca,AR,81.0,few clouds,-28.4696,-65.7852,Amerian Catamarca Park Hotel
535,Brae,GB,37.4,scattered clouds,60.3964,-1.3530000000000002,Busta House Hotel
536,Sombrio,BR,77.83,overcast clouds,-29.1139,-49.6167,Santa Rosa Do Sul
537,Homer,US,34.0,clear sky,59.6425,-151.5483,Beluga Lake Lodge
538,Capim Grosso,BR,88.29,overcast clouds,-11.3811,-40.0128,Hotel Veloso
542,Manggar,ID,77.76,moderate rain,-2.8833,108.2667,Guest Hotel
543,Payo,ID,72.19,light rain,-3.7508,103.6372,Mess keban agung
545,Tateyama,JP,33.8,mist,34.9833,139.8667,Tateyama Seaside Hotel
548,Makokou,GA,71.46,clear sky,0.5738,12.8642,WAMY RESIDENCE HOTEL
549,Paralimni,CY,64.99,clear sky,35.0375,33.9833,Amore Hotel Apartments
550,San Policarpo,PH,78.49,overcast clouds,12.1791,125.5072,JM Lodge
551,Buxar,IN,47.71,clear sky,25.5833,83.9833,Maa Vaishnavi inn
552,Maragogi,BR,80.49,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
553,Coromandel,BR,77.34,overcast clouds,-18.4733,-47.2003,Hotel Dona Adélia
554,Nemuro,JP,32.54,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
555,Susanville,US,39.99,broken clouds,40.4163,-120.65299999999999,Red Lion Inn & Suites Susanville
556,Plettenberg Bay,ZA,70.3,light rain,-34.0527,23.3716,Thanda Vista B&B
557,Muleba,TZ,69.8,few clouds,-1.8397,31.6544,DIGNITY GUEST (RUGAIMUKAMU)
558,Aras,ES,39.99,scattered clouds,42.5617,-2.356,Jardines de Viana Spa
561,La Paz,BO,50.0,moderate rain,-16.5,-68.15,Ritz Apart Hotel
562,Zamora,EC,82.4,light rain,-4.0692,-78.9567,Cabañas Ecológicas Copalinga
564,Mogok,MM,53.55,moderate rain,22.9167,96.5,MOGOK HILL HOTEL
566,Marsh Harbour,BS,75.02,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
567,Lafayette,US,48.99,clear sky,30.2335,-92.0668,"Drury Inn & Suites Lafayette, LA"
568,Boa Vista,BR,87.8,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
569,Yvetot,FR,46.0,overcast clouds,49.6174,0.7581,Le Manoir aux Vaches
572,Soyo,AO,79.18,clear sky,-6.1349,12.3689,Hotel Mpampa
573,Praya,CV,73.4,broken clouds,14.9215,-23.5087,LT Aparthotel
574,Alta Floresta,BR,77.0,light rain,-9.8756,-56.0861,Floresta Amazonica Hotel
575,Sawakin,SD,77.86,clear sky,19.1059,37.3321,فندق الدويم
576,Tutoia,BR,87.8,scattered clouds,-2.7619,-42.2744,Pousada Guará's
577,La Union,PE,87.84,clear sky,-5.4,-80.75,Los Portales
578,Shahr-E Babak,IR,39.49,few clouds,30.1165,55.1186,اقامتگاه گردشگری دوناdunagarden ecolodge
579,Chandler,US,64.0,clear sky,33.3062,-111.8412,Hilton Phoenix/Chandler
580,Ngunguru,NZ,66.99,few clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
581,Nouadhibou,MR,68.0,clear sky,20.930999999999997,-17.0347,El Medina
582,Joao Camara,BR,75.2,broken clouds,-5.5375,-35.8197,Pousada Miguel Teixeira
584,Phalaborwa,ZA,78.8,clear sky,-23.943,31.1411,Bothabelo B&B
585,Saint-Paul,RE,78.8,broken clouds,-21.0096,55.2707,Boucan Canot
586,Paita,PE,87.8,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
588,Jaciara,BR,87.69,scattered clouds,-15.9653,-54.9683,Taba Hotel
589,Abha,SA,50.0,scattered clouds,18.2164,42.5053,Abha Hotel
590,Gawler,AU,64.0,overcast clouds,-34.6,138.7333,Eagle Foundry Bed & Breakfast
591,Lishan,CN,36.1,clear sky,31.8576,113.2951,Hongdu Hotel
592,Garowe,SO,69.24,clear sky,8.4054,48.4845,Curubo Hotel
593,Bull Savanna,JM,78.58,overcast clouds,17.8868,-77.5902,Big Red's
594,Kuching,MY,75.2,moderate rain,1.55,110.3333,Hilton Kuching
595,Kalmar,SE,30.99,few clouds,56.6616,16.3616,First Hotel Witt
596,Brownsville,US,51.8,overcast clouds,25.9018,-97.4975,Hotel Alameda Express
597,Phan Thiet,VN,65.52,clear sky,10.9333,108.1,Hotel Saigon-PT
598,Pietersburg,ZA,71.6,clear sky,-23.9045,29.4688,Fusion Boutique Hotel
600,Sibu,MY,77.0,light rain,2.3,111.8167,RH HOTEL (4 Star)
601,Takaka,NZ,63.0,clear sky,-40.85,172.8,Golden Bay Motels
602,Lamesa,US,37.99,clear sky,32.7376,-101.95100000000001,Shiloh Inn Lamesa
603,Camacha,PT,57.2,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
604,Royan,FR,50.0,drizzle,45.6285,-1.0281,Hôtel Cordouan Thalassothérapie et Spa - Royan
605,Ugoofaaru,MV,80.17,moderate rain,5.6667,73.0,Ungoofaaru Inn
607,Ratnagiri,IN,78.96,few clouds,16.9833,73.3,Hotel Landmark
608,Kiama,AU,70.0,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
610,Ilhabela,BR,81.91,broken clouds,-23.7781,-45.3581,Ilha Flat Hotel
611,Mapimi,MX,48.2,clear sky,25.8167,-103.85,Propiedad Lldm
612,Anan,JP,32.0,scattered clouds,33.9167,134.65,Royal Garden Hotel
613,Itoman,JP,55.4,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
616,Lakeway,US,51.01,clear sky,30.3638,-97.9796,Lakeway Resort and Spa
617,Gigmoto,PH,75.6,overcast clouds,13.7796,124.39,Cj's Travellers Inn
619,Shenjiamen,CN,44.15,clear sky,29.9576,122.29799999999999,Jinjiang Inn Zhoushan Putuo Shenjiamen
620,Ciudad Bolivar,VE,86.85,overcast clouds,8.1222,-63.5497,Hotel Edi
623,Marquette,US,30.0,overcast clouds,46.5333,-87.6335,Al Quaal Lodge
624,Moron,AR,82.0,clear sky,-34.6534,-58.6198,Hotel Morón
625,Tura,IN,56.89,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
626,Palmer,US,37.99,broken clouds,42.1584,-72.3287,Wedgewood Motel
627,North Bend,US,59.0,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
629,Bodden Town,KY,84.2,scattered clouds,19.2833,-81.25,Will T Place
630,Gazipur,BD,68.0,haze,23.9981,90.42299999999999,Murshida & Zakir's Nest
631,Bukoba,TZ,69.8,few clouds,-1.3317,31.8122,Elct Bukoba Hotel and Tours
633,Coruripe,BR,81.07,broken clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
634,Dodoma,TZ,69.8,broken clouds,-6.1722,35.7395,Royal Village Hotel
635,Carauari,BR,89.42,few clouds,-4.8828,-66.8958,Hotel Fellip
636,Las Vegas,US,54.0,clear sky,36.175,-115.1372,Plaza Hotel & Casino
638,The Valley,AI,84.2,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
639,Lerwick,GB,37.4,scattered clouds,60.1545,-1.1494,The Lerwick Hotel
640,Dickinson,US,51.01,broken clouds,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
641,Shakawe,BW,75.63,light rain,-18.3667,21.85,Ditlhapi Guest House
642,Mahibadhoo,MV,81.97,overcast clouds,3.7833,72.9667,Omadhoo Inn
643,Siklos,HU,30.2,clear sky,45.855,18.2975,Baranya Hotel Üdülőház
644,Sawankhalok,TH,57.49,clear sky,17.316,99.8319,Boon Bunleng Resort
645,Zhuhai,CN,48.2,clear sky,22.2769,113.5678,珠海粤财假日酒店
646,Shangrao,CN,33.98,clear sky,28.4532,117.9686,Boyue boutique Hotel
647,Osoyoos,CA,37.4,overcast clouds,49.0331,-119.4524,Watermark Beach Resort Hotel
648,Luanda,AO,78.8,few clouds,-8.8368,13.2343,EPIC SANA Luanda
649,Tiarei,PF,84.0,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
650,Bay Roberts,CA,32.0,overcast clouds,47.5999,-53.2648,Stonewall Inn
651,Bima,ID,78.21,overcast clouds,-8.4667,118.7167,Lambitu Hotel
653,Cam Ranh,VN,69.8,scattered clouds,11.9214,109.1591,OYO 598 Peony Hotel
655,Paka,MY,73.4,overcast clouds,4.6374,103.4368,Rumbia Resort Villa Paka Terengganu
656,Jatiroto,ID,75.18,overcast clouds,-7.8833,111.1167,Mushola Al Huda
657,General Roca,AR,78.8,clear sky,-39.0333,-67.5833,Hotel El Recreo
658,Hasaki,JP,32.0,fog,35.7333,140.8333,Inubosaki Kanko Hotel
661,Pokhara,NP,49.98,clear sky,28.2333,83.9833,Hotel View Point
662,Vung Tau,VN,72.45,clear sky,10.345999999999998,107.0843,Seaside Resort
663,Tecoanapa,MX,82.96,clear sky,16.5167,-98.75,Hotel Manglares
664,Bendigo,AU,54.0,clear sky,-36.7667,144.2833,The Hotel Shamrock
665,Boralday,KZ,32.0,smoke,43.3578,76.8594,"Zhetysu, Too Zhetysu"
666,Giyani,ZA,78.84,clear sky,-23.3025,30.7187,Kulani Country Lodge
667,Fond Du Lac,US,32.0,overcast clouds,43.775,-88.4388,Radisson Hotel and Conference Center Fond du Lac
668,Thyboron,DK,37.99,broken clouds,56.6985,8.2124,Thyborøn Hotel
669,Kudahuvadhoo,MV,81.82,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
670,Surt,LY,60.66,overcast clouds,31.2089,16.5887,الهادي ابوشعاله سرت
672,Nara,JP,34.0,clear sky,34.6851,135.8049,Guesthouse Nara Komachi
677,Thunder Bay,CA,30.99,scattered clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
678,Dingli,MT,50.0,scattered clouds,35.8614,14.3822,The Xara Palace Relais & Chateaux
680,Takefu,JP,35.6,broken clouds,35.9039,136.1669,Hotel CrownHills Takefu
